ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response
2569.0,1987.0,Graduation,Married,17323.0,0.0,0.0,10-10-2012,38.0,3.0,14.0,17.0,6.0,1.0,5.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2114.0,1946.0,PhD,Single,82800.0,0.0,0.0,24-11-2012,23.0,1006.0,22.0,115.0,59.0,68.0,45.0,1.0,7.0,6.0,12.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
9736.0,1980.0,Graduation,Married,41850.0,1.0,1.0,24-12-2012,51.0,53.0,5.0,19.0,2.0,13.0,4.0,3.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4939.0,1946.0,Graduation,Together,37760.0,0.0,0.0,31-08-2012,20.0,84.0,5.0,38.0,150.0,12.0,28.0,2.0,4.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6565.0,1949.0,Master,Married,76995.0,0.0,1.0,28-03-2013,91.0,1012.0,80.0,498.0,0.0,16.0,176.0,2.0,11.0,4.0,9.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2278.0,1985.0,2n Cycle,Single,33812.0,1.0,0.0,03-11-2012,86.0,4.0,17.0,19.0,30.0,24.0,39.0,2.0,2.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9360.0,1982.0,Graduation,Married,37040.0,0.0,0.0,08-08-2012,41.0,86.0,2.0,73.0,69.0,38.0,48.0,1.0,4.0,2.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5376.0,1979.0,Graduation,Married,2447.0,1.0,0.0,06-01-2013,42.0,1.0,1.0,1725.0,1.0,1.0,1.0,15.0,0.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993.0,1949.0,PhD,Married,58607.0,0.0,1.0,23-12-2012,63.0,867.0,0.0,86.0,0.0,0.0,19.0,3.0,2.0,3.0,9.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4047.0,1954.0,PhD,Married,65324.0,0.0,1.0,11-01-2014,0.0,384.0,0.0,102.0,21.0,32.0,5.0,3.0,6.0,2.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1409.0,1951.0,Graduation,Together,40689.0,0.0,1.0,18-03-2013,69.0,270.0,3.0,27.0,39.0,6.0,99.0,7.0,7.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7892.0,1969.0,Graduation,Single,18589.0,0.0,0.0,02-01-2013,89.0,6.0,4.0,25.0,15.0,12.0,13.0,2.0,2.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2404.0,1976.0,Graduation,Married,53359.0,1.0,1.0,27-05-2013,4.0,173.0,4.0,30.0,3.0,6.0,41.0,4.0,5.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5255.0,1986.0,Graduation,Single,,1.0,0.0,20-02-2013,19.0,5.0,1.0,3.0,3.0,263.0,362.0,0.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9422.0,1989.0,Graduation,Married,38360.0,1.0,0.0,31-05-2013,26.0,36.0,2.0,42.0,20.0,21.0,10.0,2.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1966.0,1965.0,PhD,Married,84618.0,0.0,0.0,22-11-2013,96.0,684.0,100.0,801.0,21.0,66.0,0.0,1.0,6.0,9.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6864.0,1989.0,Master,Divorced,10979.0,0.0,0.0,22-05-2014,34.0,8.0,4.0,10.0,2.0,2.0,4.0,2.0,3.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3033.0,1963.0,Master,Together,38620.0,0.0,0.0,11-05-2013,56.0,112.0,17.0,44.0,34.0,22.0,89.0,1.0,2.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5710.0,1970.0,Graduation,Together,40548.0,0.0,1.0,10-10-2012,31.0,110.0,0.0,5.0,2.0,0.0,3.0,2.0,2.0,1.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7373.0,1952.0,PhD,Divorced,46610.0,0.0,2.0,29-10-2012,8.0,96.0,12.0,96.0,33.0,22.0,43.0,6.0,4.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8755.0,1946.0,Master,Married,68657.0,0.0,0.0,20-02-2013,4.0,482.0,34.0,471.0,119.0,68.0,22.0,1.0,3.0,5.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10738.0,1951.0,Master,Single,49389.0,1.0,1.0,29-08-2013,55.0,40.0,0.0,19.0,2.0,1.0,3.0,1.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4339.0,1970.0,PhD,Married,67353.0,0.0,1.0,31-12-2013,37.0,702.0,17.0,151.0,0.0,8.0,35.0,5.0,5.0,6.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10755.0,1976.0,2n Cycle,Married,23718.0,1.0,0.0,02-09-2013,76.0,6.0,3.0,14.0,15.0,7.0,36.0,3.0,3.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8595.0,1973.0,Graduation,Widow,42429.0,0.0,1.0,11-02-2014,99.0,55.0,0.0,6.0,2.0,0.0,4.0,2.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2968.0,1943.0,PhD,Divorced,48948.0,0.0,0.0,01-02-2013,53.0,437.0,8.0,206.0,160.0,49.0,42.0,2.0,7.0,10.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
8601.0,1980.0,Graduation,Married,80011.0,0.0,1.0,29-04-2013,3.0,421.0,76.0,536.0,82.0,178.0,102.0,2.0,8.0,6.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503.0,1985.0,Master,Married,20559.0,1.0,0.0,12-03-2013,88.0,13.0,1.0,29.0,3.0,0.0,7.0,2.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8430.0,1957.0,Graduation,Together,21994.0,0.0,1.0,24-12-2012,4.0,9.0,0.0,6.0,3.0,1.0,3.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7281.0,1959.0,PhD,Single,,0.0,0.0,05-11-2013,80.0,81.0,11.0,50.0,3.0,2.0,39.0,1.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2139.0,1975.0,Master,Married,7500.0,1.0,0.0,02-10-2013,19.0,3.0,1.0,10.0,3.0,2.0,12.0,3.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1371.0,1976.0,Graduation,Single,79941.0,0.0,0.0,28-06-2014,72.0,123.0,164.0,266.0,227.0,30.0,174.0,1.0,2.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9909.0,1996.0,2n Cycle,Married,7500.0,0.0,0.0,09-11-2012,24.0,3.0,18.0,14.0,15.0,22.0,50.0,3.0,3.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7286.0,1968.0,Graduation,Together,41728.0,1.0,0.0,24-05-2013,92.0,13.0,6.0,15.0,3.0,5.0,13.0,1.0,2.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7244.0,1951.0,Graduation,Single,,2.0,1.0,01-01-2014,96.0,48.0,5.0,48.0,6.0,10.0,7.0,3.0,2.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6566.0,1954.0,PhD,Married,72550.0,1.0,1.0,08-11-2012,39.0,826.0,50.0,317.0,50.0,38.0,38.0,9.0,5.0,2.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8614.0,1957.0,Graduation,Widow,65486.0,0.0,1.0,12-05-2014,29.0,245.0,19.0,125.0,37.0,67.0,14.0,1.0,4.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4114.0,1964.0,Master,Married,79143.0,0.0,0.0,11-08-2012,2.0,650.0,37.0,780.0,27.0,167.0,32.0,1.0,6.0,9.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1331.0,1977.0,Graduation,Single,35790.0,1.0,0.0,02-01-2013,54.0,12.0,6.0,20.0,30.0,1.0,3.0,2.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2225.0,1977.0,Graduation,Divorced,82582.0,0.0,0.0,07-06-2014,54.0,510.0,120.0,550.0,156.0,40.0,241.0,1.0,4.0,9.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
9381.0,1978.0,Graduation,Married,66373.0,1.0,1.0,12-06-2013,57.0,328.0,9.0,124.0,12.0,24.0,109.0,7.0,4.0,2.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6260.0,1955.0,Master,Together,82384.0,0.0,0.0,19-11-2012,55.0,984.0,51.0,432.0,180.0,120.0,190.0,1.0,3.0,10.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10383.0,1966.0,Graduation,Divorced,70287.0,0.0,0.0,02-04-2013,30.0,295.0,35.0,482.0,121.0,120.0,40.0,1.0,5.0,5.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7437.0,1988.0,Graduation,Single,27938.0,1.0,0.0,28-04-2014,31.0,13.0,0.0,8.0,2.0,1.0,5.0,1.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8557.0,1982.0,Graduation,Single,,1.0,0.0,17-06-2013,57.0,11.0,3.0,22.0,2.0,2.0,6.0,2.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8375.0,1968.0,PhD,Married,55954.0,0.0,1.0,03-03-2014,63.0,447.0,0.0,28.0,0.0,0.0,43.0,3.0,8.0,2.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6853.0,1982.0,Master,Single,75777.0,0.0,0.0,04-07-2013,12.0,712.0,26.0,538.0,69.0,13.0,80.0,1.0,3.0,6.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3076.0,1975.0,Graduation,Together,66653.0,1.0,1.0,07-09-2012,18.0,452.0,18.0,102.0,16.0,18.0,6.0,4.0,4.0,2.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1012.0,1952.0,Graduation,Single,61823.0,0.0,1.0,18-02-2013,26.0,523.0,7.0,134.0,37.0,14.0,169.0,4.0,8.0,2.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6518.0,1951.0,PhD,Widow,67680.0,0.0,1.0,11-06-2013,8.0,546.0,0.0,48.0,0.0,6.0,6.0,1.0,7.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4137.0,1948.0,Graduation,Together,70666.0,0.0,0.0,06-12-2013,29.0,398.0,40.0,367.0,119.0,122.0,30.0,1.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8082.0,1971.0,Graduation,Married,25721.0,1.0,0.0,21-05-2013,75.0,1.0,3.0,6.0,3.0,6.0,15.0,1.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1386.0,1967.0,Graduation,Together,32474.0,1.0,1.0,11-05-2014,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9369.0,1979.0,2n Cycle,Single,88194.0,0.0,1.0,19-03-2014,19.0,688.0,14.0,309.0,201.0,24.0,38.0,1.0,11.0,10.0,10.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
4477.0,1958.0,Graduation,Together,69096.0,0.0,1.0,27-09-2013,4.0,247.0,49.0,159.0,7.0,82.0,109.0,1.0,5.0,2.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1357.0,1970.0,Graduation,Together,74854.0,1.0,2.0,08-04-2013,90.0,856.0,59.0,487.0,58.0,29.0,73.0,7.0,2.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1402.0,1954.0,Master,Married,66991.0,0.0,0.0,11-09-2012,1.0,496.0,36.0,460.0,189.0,60.0,12.0,3.0,4.0,8.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10629.0,1973.0,2n Cycle,Married,,1.0,0.0,14-09-2012,25.0,25.0,3.0,43.0,17.0,4.0,17.0,3.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6312.0,1959.0,Graduation,Married,65031.0,0.0,1.0,17-03-2013,29.0,258.0,107.0,291.0,84.0,37.0,86.0,4.0,10.0,3.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8132.0,1975.0,PhD,Married,60631.0,1.0,1.0,05-04-2013,88.0,565.0,6.0,65.0,0.0,6.0,19.0,5.0,9.0,2.0,8.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1050.0,1952.0,Graduation,Married,28332.0,0.0,0.0,30-04-2014,58.0,14.0,10.0,13.0,4.0,15.0,9.0,1.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5846.0,1977.0,Graduation,Divorced,40246.0,1.0,0.0,19-12-2012,68.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1859.0,1972.0,Master,Married,75251.0,0.0,0.0,27-08-2012,34.0,721.0,111.0,925.0,97.0,18.0,18.0,1.0,7.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7503.0,1976.0,Graduation,Single,75825.0,0.0,0.0,12-10-2012,40.0,1032.0,105.0,779.0,137.0,105.0,51.0,0.0,5.0,8.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
10401.0,1976.0,2n Cycle,Together,26326.0,0.0,0.0,04-09-2013,12.0,1.0,0.0,5.0,0.0,3.0,9.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1618.0,1965.0,Graduation,Together,56046.0,0.0,0.0,02-01-2013,9.0,577.0,0.0,64.0,0.0,0.0,51.0,2.0,10.0,1.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3332.0,1985.0,Graduation,Single,29760.0,1.0,0.0,29-08-2012,87.0,64.0,4.0,68.0,7.0,5.0,17.0,4.0,3.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2261.0,1969.0,Graduation,Married,26304.0,1.0,0.0,23-06-2013,5.0,4.0,1.0,5.0,2.0,0.0,4.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5346.0,1973.0,2n Cycle,Married,23559.0,1.0,0.0,03-07-2013,87.0,25.0,5.0,19.0,7.0,0.0,23.0,3.0,3.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4119.0,1963.0,Master,Together,38620.0,0.0,0.0,11-05-2013,56.0,112.0,17.0,44.0,34.0,22.0,89.0,1.0,2.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535.0,1987.0,Graduation,Divorced,81361.0,0.0,0.0,25-02-2014,18.0,163.0,23.0,424.0,27.0,65.0,76.0,1.0,3.0,10.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5268.0,1960.0,Graduation,Married,29440.0,1.0,1.0,11-08-2013,95.0,17.0,8.0,14.0,10.0,4.0,3.0,2.0,1.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273.0,1970.0,Master,Married,36138.0,1.0,1.0,16-07-2013,48.0,130.0,0.0,16.0,0.0,0.0,5.0,5.0,3.0,1.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4452.0,1957.0,Graduation,Single,50388.0,0.0,1.0,28-05-2014,3.0,292.0,6.0,37.0,0.0,3.0,34.0,4.0,6.0,1.0,6.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
8504.0,1973.0,Graduation,Married,79593.0,0.0,0.0,12-05-2014,70.0,350.0,60.0,568.0,110.0,133.0,145.0,1.0,5.0,6.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
771.0,1967.0,Graduation,Together,54178.0,0.0,1.0,21-01-2014,79.0,135.0,9.0,39.0,4.0,0.0,7.0,1.0,2.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8996.0,1957.0,PhD,Married,,2.0,1.0,19-11-2012,4.0,230.0,42.0,192.0,49.0,37.0,53.0,12.0,7.0,2.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9235.0,1957.0,Graduation,Single,,1.0,1.0,27-05-2014,45.0,7.0,0.0,8.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5798.0,1973.0,Master,Together,,0.0,0.0,23-11-2013,87.0,445.0,37.0,359.0,98.0,28.0,18.0,1.0,2.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11178.0,1972.0,Master,Single,42394.0,1.0,0.0,23-03-2014,69.0,15.0,2.0,10.0,0.0,1.0,4.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2230.0,1970.0,PhD,Married,23626.0,1.0,0.0,24-05-2014,84.0,27.0,2.0,14.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7516.0,1983.0,Graduation,Married,30096.0,1.0,0.0,22-05-2014,30.0,5.0,3.0,11.0,12.0,5.0,9.0,1.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7247.0,1960.0,Graduation,Widow,47916.0,0.0,1.0,22-11-2012,72.0,505.0,0.0,26.0,0.0,0.0,75.0,5.0,7.0,4.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11100.0,1972.0,Graduation,Divorced,51813.0,1.0,1.0,11-04-2013,37.0,51.0,2.0,7.0,0.0,1.0,2.0,2.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4646.0,1951.0,2n Cycle,Married,78497.0,0.0,0.0,01-12-2013,44.0,207.0,26.0,447.0,75.0,0.0,223.0,1.0,5.0,7.0,12.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3037.0,1983.0,PhD,Married,50150.0,0.0,0.0,20-06-2013,32.0,135.0,46.0,92.0,65.0,61.0,11.0,2.0,5.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1473.0,1960.0,2n Cycle,Single,47823.0,0.0,1.0,23-07-2013,0.0,53.0,1.0,5.0,2.0,1.0,10.0,2.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1016.0,1959.0,PhD,Single,34554.0,0.0,1.0,30-03-2014,43.0,41.0,1.0,6.0,2.0,0.0,5.0,2.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4518.0,1979.0,Graduation,Together,85693.0,0.0,1.0,20-04-2013,59.0,386.0,172.0,183.0,185.0,132.0,111.0,2.0,9.0,5.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9370.0,1945.0,PhD,Married,65846.0,0.0,0.0,17-05-2013,68.0,562.0,81.0,276.0,80.0,40.0,81.0,1.0,6.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8908.0,1959.0,Graduation,Married,87195.0,0.0,0.0,08-05-2014,35.0,217.0,76.0,690.0,50.0,26.0,38.0,1.0,3.0,11.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8373.0,1979.0,Basic,Together,24594.0,1.0,0.0,10-12-2013,94.0,1.0,3.0,6.0,10.0,0.0,9.0,1.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7533.0,1964.0,Graduation,Married,49096.0,1.0,1.0,24-09-2013,15.0,144.0,1.0,32.0,2.0,1.0,7.0,4.0,4.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2683.0,1969.0,Graduation,Married,52413.0,0.0,2.0,02-02-2013,56.0,295.0,106.0,271.0,75.0,98.0,65.0,4.0,6.0,4.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3629.0,1978.0,Graduation,Single,38557.0,1.0,0.0,19-12-2012,17.0,76.0,3.0,31.0,4.0,4.0,27.0,2.0,3.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10991.0,1960.0,Master,Married,89058.0,0.0,0.0,07-12-2012,18.0,454.0,194.0,106.0,31.0,22.0,43.0,1.0,5.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5077.0,1979.0,Graduation,Together,77298.0,0.0,1.0,02-11-2013,46.0,425.0,115.0,292.0,23.0,35.0,79.0,1.0,6.0,6.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7431.0,1991.0,PhD,Single,68126.0,0.0,0.0,10-11-2012,40.0,1332.0,17.0,311.0,23.0,51.0,86.0,1.0,7.0,4.0,5.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3267.0,1963.0,Master,Together,57288.0,0.0,1.0,25-06-2014,27.0,527.0,0.0,21.0,0.0,0.0,60.0,3.0,8.0,1.0,8.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999.0,1991.0,Graduation,Single,86037.0,0.0,0.0,02-01-2013,95.0,490.0,44.0,125.0,29.0,20.0,22.0,1.0,6.0,7.0,11.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
9215.0,1980.0,PhD,Married,43974.0,1.0,0.0,12-12-2012,19.0,378.0,0.0,101.0,0.0,0.0,72.0,5.0,6.0,4.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2286.0,1962.0,Graduation,Single,50785.0,1.0,1.0,10-09-2013,27.0,64.0,1.0,21.0,0.0,1.0,27.0,2.0,2.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592.0,1970.0,Graduation,Married,90765.0,0.0,0.0,24-01-2014,25.0,547.0,99.0,812.0,151.0,82.0,33.0,0.0,4.0,6.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
367.0,1978.0,2n Cycle,Married,36550.0,1.0,0.0,19-02-2013,74.0,47.0,90.0,94.0,123.0,103.0,120.0,5.0,9.0,1.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5234.0,1967.0,2n Cycle,Together,30753.0,1.0,1.0,11-07-2013,85.0,12.0,5.0,25.0,0.0,9.0,30.0,2.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
